idx,primary_barrier,primary_action,sdg_alignment
6750,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6753,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6754,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6755,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6759,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6761,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6763,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6765,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6766,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6767,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6768,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6770,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6771,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6772,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6773,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6775,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6776,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6777,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6778,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6779,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6780,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6781,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6782,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
6783,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6784,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6785,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6786,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6787,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6788,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6790,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6792,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6793,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6794,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6795,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6796,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6797,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6798,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6800,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6801,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6802,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6804,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6805,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6806,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6807,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6808,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6809,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
6811,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6813,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
6814,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6815,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6816,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6817,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6819,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6820,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6822,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6826,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6827,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6828,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6829,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6830,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6831,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6832,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6833,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6836,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6837,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6838,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6839,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6842,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6843,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6844,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6845,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6847,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6851,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6853,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6854,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6856,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6858,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6859,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6860,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6861,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6862,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6863,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6864,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6866,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6867,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
6868,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6869,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6870,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6871,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6872,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6873,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6874,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6875,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6876,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6877,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6878,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6880,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6881,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6884,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6885,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6886,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6887,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6892,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6895,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6896,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6897,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6898,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6899,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6900,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6901,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6902,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6903,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6906,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6908,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6909,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6910,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6911,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6912,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6913,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6916,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6917,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6918,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6919,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6921,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6922,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6923,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6924,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
6927,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6929,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6931,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6936,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6938,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
6939,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6942,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6943,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6946,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6947,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6948,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6949,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6950,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6951,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6952,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
6953,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6956,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6957,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6961,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6962,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6963,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6964,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6965,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6966,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6967,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6968,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6969,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6970,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6971,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6972,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6977,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6978,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6980,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6982,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6983,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
6984,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6985,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6986,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6987,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6988,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6992,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6993,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6995,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6997,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
6998,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
6999,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7000,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7001,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7002,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7004,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7006,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7011,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7012,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7013,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7014,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7015,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7016,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7018,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7019,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7020,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7021,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7022,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7023,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7024,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7026,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7027,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7028,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7029,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7030,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7031,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
7033,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7035,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7037,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7038,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7040,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7041,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7042,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7043,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7044,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7045,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7047,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7048,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7049,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7053,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7055,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7056,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7058,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7059,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7062,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7063,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7070,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7072,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7073,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7075,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7076,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7079,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7080,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7081,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7082,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7084,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7085,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7088,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7089,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7090,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7091,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7092,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7094,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7095,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7097,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7098,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7099,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7100,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7101,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
7102,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7104,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7106,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7107,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7108,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7109,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7111,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7112,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7113,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7114,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7115,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7116,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7117,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7118,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7119,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7120,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7122,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7124,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7125,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7126,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7127,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7128,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7129,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7130,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7131,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7132,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7134,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7135,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7136,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7137,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7141,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7142,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7143,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7144,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7146,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7147,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7149,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7150,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7151,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7153,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7156,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7158,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7159,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7160,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7162,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7164,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7165,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7167,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7168,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7169,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7170,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7171,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7172,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7173,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7174,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7176,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7177,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7178,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7181,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7182,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7183,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7185,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7186,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
7187,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7190,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7191,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7194,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7195,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7197,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7199,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7201,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7202,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7203,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7204,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7206,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7207,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7208,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7210,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7211,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7212,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
7213,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7214,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7215,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7216,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7217,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7218,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7220,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7223,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7225,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7226,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7228,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7230,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7231,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7232,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7234,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7235,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7236,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7239,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7240,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7241,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7242,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7243,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7246,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7247,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7248,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
